Period;Value;HS_Commodity;Trade_Flow;Indicator;Reporter_Country;Partner_Country
Nov 2021;20;26011100 - Iron ores and concentrates, including roasted iron pyrites. - Iron ores and concentrates, other than roasted iron pyrites: -- Non-agglomerated;Total Exports;Net Weight(Kg);United Republic of Tanzania;SADC
Apr 2023;20;26011100 - Iron ores and concentrates, including roasted iron pyrites. - Iron ores and concentrates, other than roasted iron pyrites: -- Non-agglomerated;Total Imports;Net Weight(Kg);Uganda;SADC
Sep 2023;20;2603 - Copper ores and concentrates.;Total Imports;Net Weight(Kg);Rwanda;SADC
Jan 2025;20;2605 - Cobalt ores and concentrates.;Total Imports;Net Weight(Kg);DR Congo;SADC
May 2024;20;2607 - Lead ores and concentrates.;Total Imports;Net Weight(Kg);Uganda;European Union All Countries
Aug 2022;20;2608 - Zinc ores and concentrates.;Total Imports;Net Weight(Kg);Rwanda;European Union All Countries
Nov 2023;20;7110 - Platinum, unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Net Weight(Kg);DR Congo;European Union All Countries
Jan 2025;20;7111 - Base metals, silver or gold,clad with platinum, not further worked than semi-manufactured.;Total Imports;Net Weight(Kg);United Republic of Tanzania;ASEAN
Apr 2021;20;2504 - Natural graphite.;Total Imports;Quantity;Rwanda;SADC
Apr 2021;20;26 - Ores, slag and ash.;Total Exports;Quantity;DR Congo;European Union All Countries
Nov 2020;20;26 - Ores, slag and ash.;Total Exports;Quantity;DR Congo;SADC
Aug 2021;20;26 - Ores, slag and ash.;Total Exports;Quantity;DR Congo;SADC
Apr 2023;20;26 - Ores, slag and ash.;Total Exports;Quantity;DR Congo;SADC
Nov 2021;20;26 - Ores, slag and ash.;Total Exports;Quantity;United Republic of Tanzania;SADC
May 2024;20;26 - Ores, slag and ash.;Total Imports;Quantity;Uganda;European Union All Countries
Aug 2025;20;26 - Ores, slag and ash.;Total Imports;Quantity;Rwanda;SADC
Nov 2021;20;2601 - Iron ores and concentrates, including roasted iron pyrites.;Total Exports;Quantity;United Republic of Tanzania;SADC
Nov 2021;20;26011100 - Iron ores and concentrates, including roasted iron pyrites. - Iron ores and concentrates, other than roasted iron pyrites: -- Non-agglomerated;Total Exports;Quantity;United Republic of Tanzania;SADC
Nov 2020;20;2603 - Copper ores and concentrates.;Total Exports;Quantity;DR Congo;SADC
Oct 2021;20;2603 - Copper ores and concentrates.;Total Exports;Quantity;DR Congo;SADC
Dec 2021;20;2603 - Copper ores and concentrates.;Total Exports;Quantity;DR Congo;SADC
Sep 2023;20;2603 - Copper ores and concentrates.;Total Imports;Quantity;Rwanda;SADC
May 2024;20;2607 - Lead ores and concentrates.;Total Imports;Quantity;Uganda;European Union All Countries
Aug 2022;20;2608 - Zinc ores and concentrates.;Total Imports;Quantity;Rwanda;European Union All Countries
Apr 2021;20;2609 - Tin ores and concentrates.;Total Exports;Quantity;DR Congo;European Union All Countries
Nov 2021;20;2609 - Tin ores and concentrates.;Total Exports;Quantity;DR Congo;European Union All Countries
Aug 2025;20;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;Uganda;European Union All Countries
Aug 2025;20;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Imports;Quantity;Uganda;European Union All Countries
Jan 2025;20;7111 - Base metals, silver or gold,clad with platinum, not further worked than semi-manufactured.;Total Imports;Quantity;United Republic of Tanzania;ASEAN
Jun 2024;21;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Net Weight(Kg);Kenya;European Union All Countries
Jun 2024;21;71081300 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other semi-manufactured forms;Total Imports;Net Weight(Kg);Kenya;European Union All Countries
May 2025;22;2614 - Titanium ores and concentrates.;Total Exports;Net Weight(Kg);Kenya;SADC
May 2025;22;2614 - Titanium ores and concentrates.;Total Exports;Quantity;Kenya;SADC
Dec 2021;25;26 - Ores, slag and ash.;Total Imports;CIF Value (US$);Uganda;SADC
Dec 2021;25;2604 - Nickel ores and concentrates.;Total Exports;Net Weight(Kg);United Republic of Tanzania;European Union All Countries
Dec 2021;25;2604 - Nickel ores and concentrates.;Total Exports;Quantity;United Republic of Tanzania;European Union All Countries
Oct 2020;30;26 - Ores, slag and ash.;Total Exports;FOB Value (US$);United Republic of Tanzania;European Union All Countries
Oct 2020;30;2606 - Aluminium ores and concentrates.;Total Exports;FOB Value (US$);United Republic of Tanzania;European Union All Countries
Nov 2021;30;2504 - Natural graphite.;Total Imports;Net Weight(Kg);Uganda;European Union All Countries
Sep 2022;30;26 - Ores, slag and ash.;Total Imports;Net Weight(Kg);DR Congo;European Union All Countries
Dec 2022;30;26 - Ores, slag and ash.;Total Imports;Net Weight(Kg);DR Congo;European Union All Countries
Sep 2020;30;26 - Ores, slag and ash.;Total Imports;Net Weight(Kg);United Republic of Tanzania;European Union All Countries
Jan 2024;30;26 - Ores, slag and ash.;Total Imports;Net Weight(Kg);Uganda;SADC
Aug 2022;30;26 - Ores, slag and ash.;Total Imports;Net Weight(Kg);Rwanda;European Union All Countries
Mar 2024;30;26 - Ores, slag and ash.;Total Imports;Net Weight(Kg);Rwanda;European Union All Countries
Jan 2022;30;2603 - Copper ores and concentrates.;Total Exports;Net Weight(Kg);DR Congo;European Union All Countries
Mar 2022;30;2603 - Copper ores and concentrates.;Total Exports;Net Weight(Kg);Kenya;European Union All Countries
Jan 2024;30;2603 - Copper ores and concentrates.;Total Imports;Net Weight(Kg);Uganda;SADC
Oct 2021;30;2604 - Nickel ores and concentrates.;Total Exports;Net Weight(Kg);United Republic of Tanzania;ASEAN
Jul 2020;30;2608 - Zinc ores and concentrates.;Total Exports;Net Weight(Kg);United Republic of Tanzania;SADC
Sep 2020;30;2616 - Precious metal ores and concentrates.;Total Imports;Net Weight(Kg);United Republic of Tanzania;European Union All Countries
Jun 2021;30;7106 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Net Weight(Kg);United Republic of Tanzania;European Union All Countries
Nov 2024;30;7106 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Net Weight(Kg);United Republic of Tanzania;European Union All Countries
Jun 2025;30;7106 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Net Weight(Kg);Kenya;European Union All Countries
Jun 2021;30;71069200 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Other:-- Semi-manufactured;Total Imports;Net Weight(Kg);United Republic of Tanzania;European Union All Countries
Nov 2024;30;71069200 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Other:-- Semi-manufactured;Total Imports;Net Weight(Kg);United Republic of Tanzania;European Union All Countries
Jun 2025;30;71069200 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Other:-- Semi-manufactured;Total Imports;Net Weight(Kg);Kenya;European Union All Countries
Mar 2022;30;7110 - Platinum, unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Net Weight(Kg);DR Congo;SADC
Nov 2023;30;7110 - Platinum, unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Net Weight(Kg);United Republic of Tanzania;European Union All Countries
Nov 2021;30;2504 - Natural graphite.;Total Imports;Quantity;Uganda;European Union All Countries
Sep 2021;30;26 - Ores, slag and ash.;Total Exports;Quantity;DR Congo;SADC
Sep 2022;30;26 - Ores, slag and ash.;Total Exports;Quantity;DR Congo;SADC
Jan 2022;30;26 - Ores, slag and ash.;Total Exports;Quantity;United Republic of Tanzania;European Union All Countries
Jan 2022;30;26 - Ores, slag and ash.;Total Exports;Quantity;United Republic of Tanzania;SADC
Sep 2020;30;26 - Ores, slag and ash.;Total Imports;Quantity;United Republic of Tanzania;European Union All Countries
Jan 2024;30;26 - Ores, slag and ash.;Total Imports;Quantity;Uganda;SADC
Aug 2022;30;26 - Ores, slag and ash.;Total Imports;Quantity;Rwanda;European Union All Countries
Mar 2024;30;26 - Ores, slag and ash.;Total Imports;Quantity;Rwanda;European Union All Countries
Jan 2022;30;2603 - Copper ores and concentrates.;Total Exports;Quantity;United Republic of Tanzania;European Union All Countries
Jan 2022;30;2603 - Copper ores and concentrates.;Total Exports;Quantity;United Republic of Tanzania;SADC
Mar 2022;30;2603 - Copper ores and concentrates.;Total Exports;Quantity;Kenya;European Union All Countries
Jan 2024;30;2603 - Copper ores and concentrates.;Total Imports;Quantity;Uganda;SADC
Oct 2021;30;2604 - Nickel ores and concentrates.;Total Exports;Quantity;United Republic of Tanzania;ASEAN
Jul 2020;30;2608 - Zinc ores and concentrates.;Total Exports;Quantity;United Republic of Tanzania;SADC
Oct 2021;30;2609 - Tin ores and concentrates.;Total Exports;Quantity;DR Congo;SADC
Sep 2020;30;2616 - Precious metal ores and concentrates.;Total Imports;Quantity;United Republic of Tanzania;European Union All Countries
Jun 2021;30;7106 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;United Republic of Tanzania;European Union All Countries
Nov 2024;30;7106 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;United Republic of Tanzania;European Union All Countries
Jun 2021;30;71069200 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Other:-- Semi-manufactured;Total Imports;Quantity;United Republic of Tanzania;European Union All Countries
Nov 2024;30;71069200 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Other:-- Semi-manufactured;Total Imports;Quantity;United Republic of Tanzania;European Union All Countries
Nov 2023;30;7110 - Platinum, unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Quantity;United Republic of Tanzania;European Union All Countries
Nov 2024;31;2504 - Natural graphite.;Total Exports;Net Weight(Kg);United Republic of Tanzania;SADC
Nov 2024;31;2504 - Natural graphite.;Total Exports;Quantity;United Republic of Tanzania;SADC
Jul 2023;32;2504 - Natural graphite.;Total Exports;Net Weight(Kg);United Republic of Tanzania;European Union All Countries
Jan 2024;32;26 - Ores, slag and ash.;Total Imports;Net Weight(Kg);United Republic of Tanzania;European Union All Countries
Jan 2024;32;2614 - Titanium ores and concentrates.;Total Imports;Net Weight(Kg);United Republic of Tanzania;European Union All Countries
Jul 2023;32;2504 - Natural graphite.;Total Exports;Quantity;United Republic of Tanzania;European Union All Countries
Jan 2024;32;26 - Ores, slag and ash.;Total Imports;Quantity;United Republic of Tanzania;European Union All Countries
Jan 2024;32;2614 - Titanium ores and concentrates.;Total Imports;Quantity;United Republic of Tanzania;European Union All Countries
Oct 2023;38;26 - Ores, slag and ash.;Total Exports;Net Weight(Kg);United Republic of Tanzania;SADC
Dec 2023;38;26 - Ores, slag and ash.;Total Imports;Net Weight(Kg);Rwanda;European Union All Countries
Oct 2023;38;2603 - Copper ores and concentrates.;Total Exports;Net Weight(Kg);United Republic of Tanzania;SADC
Sep 2025;38;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;Net Weight(Kg);United Republic of Tanzania;European Union All Countries
Sep 2025;38;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;Net Weight(Kg);United Republic of Tanzania;European Union All Countries
Oct 2023;38;26 - Ores, slag and ash.;Total Exports;Quantity;United Republic of Tanzania;SADC
Oct 2023;38;2603 - Copper ores and concentrates.;Total Exports;Quantity;United Republic of Tanzania;SADC
Sep 2025;38;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Exports;Quantity;United Republic of Tanzania;European Union All Countries
Sep 2025;38;71081200 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.- Non-monetary:-- Other unwrought forms;Total Exports;Quantity;United Republic of Tanzania;European Union All Countries
Apr 2023;39;2604 - Nickel ores and concentrates.;Total Exports;Net Weight(Kg);United Republic of Tanzania;SADC
Apr 2023;39;2604 - Nickel ores and concentrates.;Total Exports;Quantity;United Republic of Tanzania;SADC
Jul 2023;40;2604 - Nickel ores and concentrates.;Total Exports;FOB Value (US$);United Republic of Tanzania;European Union All Countries
Apr 2021;40;26 - Ores, slag and ash.;Total Imports;Net Weight(Kg);United Republic of Tanzania;European Union All Countries
Feb 2020;40;26 - Ores, slag and ash.;Total Imports;Net Weight(Kg);Kenya;European Union All Countries
Feb 2020;40;2616 - Precious metal ores and concentrates.;Total Imports;Net Weight(Kg);Kenya;European Union All Countries
Dec 2021;40;7106 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Net Weight(Kg);Kenya;European Union All Countries
Dec 2021;40;71069200 - Silver (including silver plated with gold or platinum), unwrought or in semi-manufactured forms, or in powder form.- Other:-- Semi-manufactured;Total Imports;Net Weight(Kg);Kenya;European Union All Countries
Sep 2025;40;7108 - Gold (including gold plated with platinum) unwrought or in semi-manufactured forms, or in powder form.;Total Imports;Net Weight(Kg);United Republic of Tanzania;ASEAN
